Comment,Website,Sentiment,company
"@airtelindia Over the past few years this network has provided with good connections in the locality we stay , but this year this it's service was very poor, the network time to time running out of service especially during important time 😞 which was a great disappointment 😞",twitter,-1,Airtel
"@Dapz12kharz We are here to help you out. Kindly share us your respective Airtel details via DM so that we will get this checked. Thanks, Poorvi https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia Worst experience with this company. Every month I receive a message saying technical fault and for 2 days Airtel Wi-Fi stops working. Faced this issue in Punjab and Pune both. Airtel stops internet in every city every month for 2 days.,twitter,-1,Airtel
@airtelindia I must express my dissatisfaction as I find it incredulous that you claim to provide the best internet service when my broadband has been non-functional for five days now. Your assertion that there is no data leak seems fishy under these circumstances.,twitter,-1,Airtel
"@airtelindia Hi @airtelindia 
Can you please guide if there is any provision for porting of airtel landline connection? I am not getting internet since Monday at my office and all my complaints are falling in deaf years. Look at the silly messages I am getting. Will you act ever? @PMOIndia https://t.co/Qw4Z4s20fj",twitter,-1,Airtel
"@airtelindia ""From Airtel systems"".

What about the customer data getting leaked from the data that you've secretly shared with partners and advertisers?",twitter,-1,Airtel
@sabbyjolly We would like to assure you that after a thorough investigation we can confirm that there has been no breach from Airtel systems. Please check our official statement here https://t.co/XBzNbS4JUs .,twitter,-1,Airtel
@airtelindia My Airtel mobile number is not working from morning,twitter,-1,Airtel
"@ms240222 We’re sorry for causing you an unintended ordeal. We truly never want you to endure any service disruption. Kindly DM your respective Airtel number &amp; we'll surely look into it on priority. Thanks, Praveen https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia No unlimited 5G, and can't connect to customer support as well",twitter,-1,Airtel
"@imanishbarnwal Sorry for the hassle caused to you. We would request you to kindly share us your respective Airtel number via DM so that we can help you further. Thanks, Ravi https://t.co/GRABSOPD4E",twitter,-1,Airtel
"@airtelindia Will anyone in the right mind trust #airtel? And you are worried about your reputation? Like not fixing internet connection even after 2 weeks and using bots to reply. What kind of a #scam is #airtel running? Ticket ID - 10476924706
@DoT_India
@Airtel_Presence",twitter,-1,Airtel
@airtelindia Hahahahaha,twitter,-1,Airtel
@airtelindia You are liars,twitter,-1,Airtel
"@airtelindia ""desperate attempt to tarnish reputation""

You guys do realise that these sort of statements are almost always lackluster coverdrives, right?",twitter,-1,Airtel
@airtelindia This is not right. I want my presence on the dark web. Shifting to Jio 😡,twitter,-1,Airtel
@airtelindia @Rajatpsoge,twitter,-1,Airtel
@airtelindia Pathetic customer service and response of payment I have done.,twitter,-1,Airtel
@airtelindia For the last 4 days my broadband wifi has been not working...,twitter,-1,Airtel
@airtelindia Can you guys do anything right still I have not received a mail or confirmation regarding refund do you guys even know the process or you just like to take money and not give it back to the customer,twitter,-1,Airtel
"@Vishesh22489805 Apologies, Vishesh, please be informed that your Airtel black order was cancelled on 7 July 2024. Further, your refund gets initiated automatically within 7 to 10 working days of the cancellation. We request you to kindly wait for 7 to 10 working days. Thanks, Neelam https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia Very poor service. Airtel requested me for installation of cctv. I made the payment of Rs 2000. I was assured that item will be installed within 48 hours. Even after 3 days nobody is picking up my phone. My order number is J8SDUTRQFO.,twitter,-1,Airtel
@airtelindia I can't able to use my internet from last one week. I made many complaints on customer care service but nobody is finding the solution of my problem. It's my worst experience ever,twitter,-1,Airtel
"@airtelindia My New Airtel Black fibre connection request has been cancelled by Airtel 10 days after getting the payment, Worst service! Can't even be able to provide a network connection to the heart of the city and said my area isn't feasible 🤦🏻",twitter,-1,Airtel
@airtelindia I took connection a few months ago but very bad wifi internet and service almost thrice in month there is no data connection if we complete no one visit we have to wait till it's solved automatically.,twitter,-1,Airtel
@airtelindia I want to port my Sim ti bsnl... how to port?,twitter,-1,Airtel
"@hindu_twa We never want to part ways with you. We request you to give us a glimpse of the situation, what went wrong? What made you considering leaving us so that we can turn your experience into a good one. Also, share with us the respective Airtel number via DM. Thanks, Anjali G https://t.co/GRABSOPD4E",twitter,1,Airtel
@airtelindia Hello @airtelindia wth is going on with your service. I have recharged with 181 prepaid plan of 28 days on 2 july and now suddenly the plan expired. Wth is this. You have stolen common people money. Resolve this issue,twitter,-1,Airtel
"@jyoshnaraghuram We apologize for the hassle caused to you. We truly never want you to endure any service disruption. Kindly DM your respective Airtel number &amp; we'll surely look into it on priority. Thanks, Deepa https://t.co/GRABSOPD4E",twitter,1,Airtel
@airtelindia @airtelindia why my 5g unlimited is not working !!!,twitter,-1,Airtel
"@Yadav_H1manshu Hi Nishant, we are here to help you. We would request you to kindly share us your respective Airtel details via DM so that we can assist you accordingly. Thanks, Ravi https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia The number of fake and spam calls has been increased, why that so then @airtelindia ?",twitter,-1,Airtel
"@airtelindia “From Airtel systems”?

What about the systems of your third party contractors and service providers?",twitter,-1,Airtel
"@airtelindia I asked chatgpt whether it is true or not, and here’s the answer. Kindly read it guyz. https://t.co/V53MR6HhEt",twitter,-1,Airtel
"@airtelindia Okay, any proofs?",twitter,-1,Airtel
@airtelindia There has been no breach. https://t.co/t6VaARnATw,twitter,1,Airtel
@airtelindia The hackers have released sample data on the dark web. Any comments on this? https://t.co/L4M2BsOnNg,twitter,-1,Airtel
@airtelindia ippudu nammavotchu.. data leak aiendhi ani,twitter,-1,Airtel
@airtelindia i trusted u https://t.co/NGTnltAwb5,twitter,-1,Airtel
@airtelindia My SIM card got fried overnight mysteriously. Your people have issued a new one. But that's not the point. I wanna know why?,twitter,-1,Airtel
"Airtel becomes the first service provider to expand connectivity to India’s furthest border village, Phobrang in Ladakh. Situated at an altitude of 15,000 feet above sea level, on the Indo-China border, the expansion to this location has been made possible due to our team’s",twitter,1,Airtel
"@airtelnews @airtelindia Yes, expand on one side and collapse on the other !! Services of Airtel are pathetic !!",twitter,-1,Airtel
"@airtelnews @airtelindia Dear airtel 6:47 PM pr ek sath kitne message aaye hain dekh lo, ye lagbhag roj hota h mere sath, podcast valon ki to puchho he mt vo to kuchh mobile me dekhne he nhi dete, please solve 🙏 https://t.co/NnfSnagVSG",twitter,-1,Airtel
"@mitudhull We are here to help you, Amit. Kindly DM us your respective Airtel number so that we can get this checked and resolve your concern. Thanks, Ashish https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelnews @airtelindia Extremely disappointed with @Airtel_Presence. For the last 6 months, neither my WiFi was not resolved despite multiple complaints. I’ve paid on time, but the poor service continues. I’m canceling both my Airtel postpaid SIMs and WiFi. #Airtel #PoorService",twitter,-1,Airtel
@airtelnews पहले बोर्डर के अंदर तो ठीक करो,twitter,-1,Airtel
"@airtelnews Poor Worst service provider #airtelindia  
@Airtel_Presence @airtelindia @airtelnews @DoT_India @TRAI @consumerforum @PMOIndia @JM_Scindia",twitter,-1,Airtel
"@airtelnews @airtelnews  then what you did for idukki,pathanamthitta @kerala ?  No connectivity in 10 km and many tourist place in idukki...!!!!",twitter,-1,Airtel
"@airtelnews @airtelindia After I recharged with new expensive unlimited pack.
I am not able to send UPI sim verification SMS. When contacted customers care they are NOT TAKING COMPLAINT. instead asking to topup and check.
After 50 min wastage they reg complaint but yet no resolution. @TRAI help https://t.co/ZKbkTGttAc",twitter,-1,Airtel
@airtelnews @airtelnews local area में तो network आ नहीं रहा! Border village में अब आ जाएगा,twitter,-1,Airtel
@airtelnews @airtelindia I paid for Airtel WiFi on 8.8.24 but till now my connection has not been established. Airtel's service is very poor.,twitter,-1,Airtel
@airtelnews What about Delhi NCR,twitter,1,Airtel
@airtelnews Sir Mera no 5 saal pihle band ho gaya hai or wo sim.mera bank account or adhar card mai attached hai mujhe wo namber chaye aap hamare madat karin koi namber den Jo mere bat suni or samadhan karin,twitter,-1,Airtel
@airtelnews Bad customer service I raised complete on 8 August but still no any resolution.,twitter,-1,Airtel
@airtelnews https://t.co/gZbaWFhBNn kindly take all the equipment,twitter,-1,Airtel
@airtelnews Connectivity issue in Hyderabad in a society at Tellapur is serious. Airtel network is not there. Airtel need to work to improve the infrastructure and Fibre connection so as to improve connectivity . The society My Home Tridasa with more than 2500 Flats deserve better network.,twitter,-1,Airtel
@airtelnews Kindly get the connectivity at malshejghat as well its not at such high altitude,twitter,-1,Airtel
@airtelnews Should not stop incoming services immediately recharge expiry.,twitter,-1,Airtel
@airtelnews सेवा बहुत ही खराब है।,twitter,-1,Airtel
@airtelnews पहले अपने देश के अंदर तो सब सही करलो फिर बोडर पर सेवा देने। फर्जी,twitter,-1,Airtel
"@airtelnews Airtel only shows off on social media, the service at ground level is poor.",twitter,-1,Airtel
@airtelnews pehle india me to thik se coverage do,twitter,-1,Airtel
@airtelnews Waste network. I my village no tower.,twitter,-1,Airtel
@airtelnews Indias no 1 worst network provider https://t.co/1gYi1es2dm,twitter,-1,Airtel
@airtelnews One of the worst service provider i have seen they never respond to cx query,twitter,-1,Airtel
"@airtelnews You missed to add ""with worst service""",twitter,-1,Airtel
@airtelnews Useless service 😡,twitter,-1,Airtel
@airtelnews @airtelindia @Airtel_Presence you should provide good backup for your towers here.,twitter,-1,Airtel
@airtelnews Shut UP !!! and stop playing voice messages when we're calling someone,twitter,-1,Airtel
@airtelnews Fuddu sim h ...i will port my Sim...definitely ...dukhi ho liya ...nautankiyo se,twitter,-1,Airtel
@airtelnews Still my issue not resolved,twitter,-1,Airtel
@airtelnews Last 4 day's facing inter net issue no one is working,twitter,-1,Airtel
"@airtelnews I want to discontinue my airtel broadband.. Airtel day by day irritate me..
Airtel harassment me now... @TRAI please help me",twitter,-1,Airtel
@airtelnews The worst and pathetic service provider still not replied to my concern via DM such a terrible support,twitter,-1,Airtel
@airtelnews @airtelindia @Airtel_Presence मतलब कुछ भी https://t.co/uJO5GhFTND,twitter,-1,Airtel
@airtelnews Fine some time to improve your service also. Worst technical and customer care team.,twitter,-1,Airtel
"@airtelnews हा 3 महीने से हमारे यह Internet काम नही कर रहा इसके बारे में भी कुछ बोलो 
दोगले Airtel",twitter,-1,Airtel
@airtelnews Pehle jo niche hai use to thik kr lo.....,twitter,-1,Airtel
@airtelnews Bhot bura hal hai company mae koi complaint nhi sunta itni baar complaint dal di wifi ke liye is baar mae hatva hi dunga wifi sbse bekr network hai wifi ka,twitter,-1,Airtel
@airtelnews @airtelindia bhai office ki lift mei signal nhi ata mere,twitter,-1,Airtel
